id,participant,classtype,subjectwise,trialwise
376,bebbfb52-de28-46c4-a23c-8abdb507fe4c,DemoExperiment,"{'date': '2020_01_25', 'time': '12_12_28', 'age': '36', 'gender': 'female', 'feedback': 'No comment.', 'initial_strategy': 'I looked to see how they did on the tests but since most were split, it made it even.', 'final_strategy': 'I looked to see who was favored more by the voters since seeing the candidates personally can affect a lot of things.', 'instructions_duration': 308182, 'task_duration': 196376, 'engaging': '5', 'difficult': '3', 'pol_orient': '4', 'token': 'N101KEOJNS'}","{'rand_cond_order': [3, 2, 1], 'rand_res_stored': [[0, 1], [1, 0], [1, 0]], 'responses': ['64.99999999994', 11.020408163265307, '94.99999999991', 120, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '50.4545454545', 0, '83.18181818174', 84.48979591836735, '50.4545454545', 0, '74.99999999993', 83.26530612244898, '50.4545454545', 0, '94.99999999991', 96.73469387755102], 'random_pos_winner': 1}"
377,0efbcd47-69a1-4aff-b858-caa1f0259f78,DemoExperiment,"{'date': '2020_01_25', 'time': '12_15_09', 'age': '38', 'gender': 'male', 'feedback': 'no comments', 'initial_strategy': 'I went by the amount of rewards they won. In each instance, they won an equal number of awards, so I felt exactly split between the two.', 'final_strategy': 'I looked at how each person interviewed felt. I gave each of them a little weight in the decision. In all of the cases, the citizens seemed to lean towards the same candidate, so that made it easier to choose.', 'instructions_duration': 581213, 'task_duration': 283002, 'engaging': '5', 'difficult': '3', 'pol_orient': '1', 'token': 'KHTHX5DM2B'}","{'rand_cond_order': [2, 1, 3], 'rand_res_stored': [[0, 1], [0, 1], [0, 1]], 'responses': ['64.99999999994', 11.020408163265307, '78.63636363629', 60, '50.4545454545', 0, '68.6363636363', 39.183673469387756, '50.4545454545', 0, '64.99999999994', 39.183673469387756, '50.4545454545', 0, '54.99999999995', 35.51020408163265], 'random_pos_winner': 1}"
378,9cf355c5-19e0-4310-8e40-7a23dc0a7924,DemoExperiment,"{'date': '2020_01_25', 'time': '12_16_19', 'age': '30', 'gender': 'male', 'feedback': 'This was enjoyable, thanks for having me', 'initial_strategy': 'I tried to stay unbiased until I received actionable information', 'final_strategy': 'Assessing all data possible and taking everything I could into consideration', 'instructions_duration': 250355, 'task_duration': 317178, 'engaging': '9', 'difficult': '3', 'pol_orient': '4', 'token': 'WDC2RS029P'}","{'rand_cond_order': [2, 1, 3], 'rand_res_stored': [[0, 1], [1, 0], [1, 0]], 'responses': ['64.99999999994', 11.020408163265307, '73.18181818175', 78.36734693877551, '49.54545454541', 29.387755102040817, '40.45454545451', 29.387755102040817, '49.54545454541', 60, '31.36363636361', 78.36734693877551, '50.4545454545', 60, '35.90909090906', 23.26530612244898], 'random_pos_winner': 0}"
379,c23c521b-4aad-4d47-b74e-f1c929934d76,DemoExperiment,"{'date': '2020_01_25', 'time': '10_21_58', 'age': '56', 'gender': 'female', 'feedback': 'No comments', 'initial_strategy': 'I mostly tried to think of which had more information, like if I conducted 2 tests after the first, and someone was better, then I chose that person.', 'final_strategy': 'I looked at how strong the numbers were for each person choosing.', 'instructions_duration': 595959, 'task_duration': 309348, 'engaging': '9', 'difficult': '4', 'pol_orient': '3', 'token': '13XDHLEW3T'}","{'rand_cond_order': [2, 3, 1], 'rand_res_stored': [[0, 1], [1, 0], [0, 1]], 'responses': ['64.99999999994', 11.020408163265307, '71.36363636357', 96.73469387755102, '47.72727272723', 44.08163265306123, '26.81818181816', 83.26530612244898, '56.81818181813', 41.63265306122449, '24.99999999998', 64.89795918367346, '69.54545454539', 64.89795918367346, '53.18181818177', 91.83673469387756], 'random_pos_winner': 0}"
380,38d0b716-d488-49d7-86a0-de3a7d27f73f,DemoExperiment,"{'date': '2020_01_25', 'time': '11_42_17', 'age': '32', 'gender': 'female', 'feedback': 'interesting experiment', 'initial_strategy': 'I just went with the candidate that had the  best overall performace', 'final_strategy': 'after reviewing their performances on the selections tests', 'instructions_duration': 819171, 'task_duration': 1181331, 'engaging': '9', 'difficult': '5', 'pol_orient': '2', 'token': 'CNYNH3UPCC'}","{'rand_cond_order': [3, 2, 1], 'rand_res_stored': [[0, 1], [1, 0], [1, 0]], 'responses': ['64.99999999994', 11.020408163265307, '57.72727272722', 72.24489795918367, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '23.1818181818', 22.040816326530614, '32.2727272727', 22.040816326530614, '37.72727272724', 42.85714285714286, '23.1818181818', 26.93877551020408, '26.81818181816', 20.816326530612244, '29.54545454543', 29.387755102040817], 'random_pos_winner': 1}"
381,5fcfd93e-fe40-47f9-9f08-58673b78ffe1,DemoExperiment,"{'date': '2020_01_25', 'time': '13_29_40', 'age': '55', 'gender': 'male', 'feedback': 'no', 'initial_strategy': 'looked at how they did', 'final_strategy': 'looked to the advice of the 3 voters.', 'instructions_duration': 290261, 'task_duration': 207579, 'engaging': '3', 'difficult': '8', 'pol_orient': '5', 'token': 'UTUT57M6TD'}","{'rand_cond_order': [1, 3, 2], 'rand_res_stored': [[0, 1], [0, 1], [1, 0]], 'responses': ['64.99999999994', 11.020408163265307, '67.72727272721', 15.918367346938776, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '49.54545454541', 0, '74.99999999993', 71.0204081632653, '49.54545454541', 1.2244897959183674, '75.90909090902', 71.0204081632653, '50.4545454545', 0, '74.09090909084', 66.12244897959184], 'random_pos_winner': 1}"
382,75ce8e19-01ea-4030-b1e7-f5b161dedae2,DemoExperiment,"{'date': '2020_01_25', 'time': '10_44_01', 'age': '34', 'gender': 'male', 'feedback': 'Thank you for the interesting survey!', 'initial_strategy': 'I wanted to find a balance based on the result of the test and not make an obvious recommendation right away and be open for both candidates.', 'final_strategy': 'I took the locals opinions in mind and based it on their belief and certainty also with my own initial recommendation in mind.', 'instructions_duration': 518363, 'task_duration': 291339, 'engaging': '10', 'difficult': '7', 'pol_orient': '4', 'token': 'H69MEPKP07'}","{'rand_cond_order': [2, 3, 1], 'rand_res_stored': [[0, 1], [0, 1], [1, 0]], 'responses': ['64.99999999994', 11.020408163265307, '68.6363636363', 90.61224489795919, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '50.4545454545', 60, '31.36363636361', 72.24489795918367, '50.4545454545', 60, '31.36363636361', 66.12244897959184, '50.4545454545', 60, '36.81818181815', 66.12244897959184], 'random_pos_winner': 0}"
383,eca0296f-3d3f-49e9-995d-084a3b5411ee,DemoExperiment,"{'date': '2020_01_25', 'time': '12_45_45', 'age': '29', 'gender': 'male', 'feedback': 'I enjoyed seeing how well my estimates played out.', 'initial_strategy': 'The situations where one candidate did better on the initial testing was helpful in my recommendation. Once they both were even it was a matter of what my initial thoughts were. I had no real evidence to go off of if both candidates were graded equally among the citizens.', 'final_strategy': ""I took into consideration which was more likely based on their initial tests. Later I was able to heavily consider what the citizens thought. If the majority (especially if they attended different town hall meetings, and didn't speak to each other about them) were for a certain candidate I felt that I could trust their view."", 'instructions_duration': 367152, 'task_duration': 427750, 'engaging': '10', 'difficult': '2', 'pol_orient': '7', 'token': 'XWBC8INS6B'}","{'rand_cond_order': [1, 2, 3], 'rand_res_stored': [[1, 0], [1, 0], [0, 1]], 'responses': ['64.99999999994', 11.020408163265307, '78.63636363629', 86.93877551020408, '61.36363636358', 31.836734693877553, '74.09090909084', 91.83673469387756, '48.63636363632', 3.673469387755102, '78.63636363629', 71.0204081632653, '49.54545454541', 8.571428571428571, '86.8181818181', 64.89795918367346], 'random_pos_winner': 1}"
384,5e58bd02-9583-4511-aebb-00f39e9f1b91,DemoExperiment,"{'date': '2020_01_25', 'time': '20_32_44', 'age': '27', 'gender': 'male', 'feedback': 'Thank you!', 'initial_strategy': ""I went 50/50 because there wasn't enough information to go on. "", 'final_strategy': 'I went with what was popular with the citizens. ', 'instructions_duration': 514298, 'task_duration': 271912, 'engaging': '7', 'difficult': '1', 'pol_orient': '4', 'token': 'NUHYEPVQYR'}","{'rand_cond_order': [3, 1, 2], 'rand_res_stored': [[1, 0], [1, 0], [0, 1]], 'responses': ['64.99999999994', 11.020408163265307, '67.72727272721', 84.48979591836735, '50.4545454545', 97.9591836734694, '35.90909090906', 61.224489795918366, '50.4545454545', 64.89795918367346, '31.36363636361', 67.34693877551021, '50.4545454545', 67.34693877551021, '22.27272727271', 75.91836734693878], 'random_pos_winner': 0}"
385,4da744b6-1f8b-4f82-90e4-b40416b92239,DemoExperiment,"{'date': '2020_01_25', 'time': '22_57_03', 'age': '29', 'gender': 'female', 'feedback': 'no', 'initial_strategy': 'Since they tied in number of winning, I just went with neutral. It was impossible to tell who to recommend based on initial information.', 'final_strategy': 'Since each time the three locals leaned all towards one candidate, that really helped inform which way to go.', 'instructions_duration': 266759, 'task_duration': 189531, 'engaging': '6', 'difficult': '2', 'pol_orient': '4', 'token': 'SZGRV76BEZ'}","{'rand_cond_order': [1, 2, 3], 'rand_res_stored': [[0, 1], [0, 1], [1, 0]], 'responses': ['64.99999999994', 11.020408163265307, '86.8181818181', 60, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '50.4545454545', 60, '21.36363636362', 40.40816326530612, '50.4545454545', 60, '24.99999999998', 9.795918367346939, '50.4545454545', 60, '18.63636363635', 26.93877551020408], 'random_pos_winner': 0}"
