id,participant,classtype,subjectwise,trialwise
281,d793f7e3-d2a4-48b4-8461-abdd5565953a,DemoExperiment,"{'date': '2020_01_09', 'time': '16_49_03', 'age': '50', 'gender': 'female', 'feedback': 'Interesting!', 'initial_strategy': 'Sway toward the opinion/rating of the citizens.', 'final_strategy': 'Candidate with best ratting.', 'instructions_duration': 3111484, 'task_duration': 387362, 'engaging': '8', 'difficult': '3', 'pol_orient': '3', 'token': '56AYLWOOD2'}","{'rand_cond_order': [2, 1, 3], 'rand_res_stored': [[1, 1, 1], [1, 0, 0], [1, 1, 0]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '68.6363636363', 72.24489795918367, '23.1818181818', 83.26530612244898, '48.63636363632', 29.387755102040817, '64.09090909085', 11.020408163265307, '63.18181818176', 13.46938775510204, '36.81818181815', 28.16326530612245, '33.18181818179', 36.734693877551024], 'rand_pos_candidate': [1, 0]}"
266,85f06fd4-c4c9-40fd-8c18-6ff8f0a4b4c8,DemoExperiment,"{'date': '2020_01_09', 'time': '14_56_36', 'age': '32', 'gender': 'male', 'feedback': 'good ', 'initial_strategy': 'yes i think this is good decision', 'final_strategy': 'yes this is best ', 'instructions_duration': 618335, 'task_duration': 531366, 'engaging': '7', 'difficult': '7', 'pol_orient': '2', 'token': 'B79REMLFVZ'}","{'rand_cond_order': [3, 1, 2], 'rand_res_stored': [[1, 0, 1], [0, 0, 1], [1, 1, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '64.99999999994', 72.24489795918367, '79.54545454538', 78.36734693877551, '64.09090909085', 51.42857142857143, '78.63636363629', 84.48979591836735, '66.81818181812', 77.14285714285714, '73.18181818175', 100.40816326530613, '80.45454545447', 89.38775510204081], 'rand_pos_candidate': [1, 0]}"
280,a41bf7a0-43c7-4942-8699-b9470d2ee5e8,DemoExperiment,"{'date': '2020_01_09', 'time': '16_41_38', 'age': '31', 'gender': 'male', 'feedback': 'Good', 'initial_strategy': 'No', 'final_strategy': 'Good', 'instructions_duration': 729384, 'task_duration': 152414, 'engaging': '8', 'difficult': '8', 'pol_orient': '7', 'token': 'YL3U4XQU7M'}","{'rand_cond_order': [1, 3, 2], 'rand_res_stored': [[0, 0, 1], [1, 1, 0], [1, 1, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '64.99999999994', 11.020408163265307, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '64.99999999994', 40.40816326530612, '61.36363636358', 45.30612244897959, '67.72727272721', 36.734693877551024, '64.09090909085', 41.63265306122449, '61.36363636358', 45.30612244897959, '63.18181818176', 42.85714285714286], 'rand_pos_candidate': [1, 0]}"
245,7c294012-1628-402e-9439-0028a0b5124e,DemoExperiment,"{'date': '2020_01_09', 'time': '11_24_25', 'age': '47', 'gender': 'female', 'feedback': 'No', 'initial_strategy': 'I try and check the precedent', 'final_strategy': ""I infuse the local's judgement"", 'instructions_duration': 301778, 'task_duration': 163933, 'engaging': '9', 'difficult': '2', 'pol_orient': '6', 'token': '8E359SBVT0'}","{'rand_cond_order': [1, 2, 3], 'rand_res_stored': [[0, 1, 0], [1, 1, 1], [1, 0, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '78.63636363629', 73.46938775510205, '81.36363636356', 83.26530612244898, '74.09090909084', 72.24489795918367, '15.90909090908', 110.20408163265306, '21.36363636362', 107.75510204081633, '34.09090909088', 64.89795918367346, '24.09090909089', 78.36734693877551], 'rand_pos_candidate': [1, 0]}"
235,84205117-befb-4bf1-8429-5df268ca89b6,DemoExperiment,"{'date': '2020_01_09', 'time': '09_60_55', 'age': '37', 'gender': 'female', 'feedback': 'No', 'initial_strategy': 'I picked based on who won the third test.', 'final_strategy': ""I analyzed the confidence ratings of the two different voter's recommendations. "", 'instructions_duration': 431874, 'task_duration': 275131, 'engaging': '7', 'difficult': '1', 'pol_orient': '4', 'token': '2T9015OU0Z'}","{'rand_cond_order': [3, 1, 2], 'rand_res_stored': [[1, 0, 1], [0, 1, 0], [1, 1, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '77.7272727272', 111.42857142857143, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '26.81818181816', 82.04081632653062, '33.18181818179', 66.12244897959184, '68.6363636363', 94.28571428571429, '77.7272727272', 73.46938775510205, '21.36363636362', 40.40816326530612, '46.81818181814', 18.367346938775512], 'rand_pos_candidate': [1, 0]}"
236,f0adc565-3cee-4514-8637-f59889d1eccc,DemoExperiment,"{'date': '2020_01_09', 'time': '10_07_04', 'age': '39', 'gender': 'male', 'feedback': 'none', 'initial_strategy': 'i gave a bit more weight to how the people reacted and put it against the runs to make my choice', 'final_strategy': 'i used both sets of information given to weigh which person would be better suited', 'instructions_duration': 693591, 'task_duration': 347207, 'engaging': '10', 'difficult': '8', 'pol_orient': '6', 'token': 'TX40V62FC6'}","{'rand_cond_order': [3, 2, 1], 'rand_res_stored': [[0, 0, 1], [0, 0, 0], [0, 1, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '69.54545454539', 30.612244897959183, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '31.36363636361', 23.26530612244898, '41.3636363636', 13.46938775510204, '28.63636363634', 52.6530612244898, '35.90909090906', 26.93877551020408, '58.63636363631', 15.918367346938776, '61.36363636358', 24.48979591836735], 'rand_pos_candidate': [0, 1]}"
237,bc69547e-ff1f-4663-919b-647f491c46e4,DemoExperiment,"{'date': '2020_01_09', 'time': '10_12_32', 'age': '33', 'gender': 'male', 'feedback': 'No.', 'initial_strategy': 'Whoever did better on the each test got 1 point added to their score. The worst performer got 0 points. ', 'final_strategy': 'I tallied up the points from the 3 testing phases, Then I added a point for each candidate the voters choose. I tallied all the points up and made my selection.', 'instructions_duration': 655226, 'task_duration': 967685, 'engaging': '10', 'difficult': '3', 'pol_orient': '3', 'token': 'R1V89YY0ID'}","{'rand_cond_order': [2, 1, 3], 'rand_res_stored': [[1, 1, 1], [1, 0, 0], [1, 0, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '68.6363636363', 46.53061224489796, '25.90909090907', 60, '22.27272727271', 66.12244897959184, '59.5454545454', 47.755102040816325, '64.09090909085', 66.12244897959184, '40.45454545451', 25.714285714285715, '44.99999999996', 35.51020408163265], 'rand_pos_candidate': [1, 0]}"
238,d59d625a-f776-4b30-bc9f-9b30dec798af,DemoExperiment,"{'date': '2020_01_09', 'time': '10_21_14', 'age': '45', 'gender': 'male', 'feedback': 'I wish this were real and I could really pick! I would love to be the deciding factor.', 'initial_strategy': 'I decided based on whomever won more tests. If the candidate won more tests then I selected that candidate.', 'final_strategy': ""I weighed the people's opinion in their feelings for the candidates along with their confidence level for the candidate I had already selected and adjusted accordingly."", 'instructions_duration': 567249, 'task_duration': 525152, 'engaging': '8', 'difficult': '0', 'pol_orient': '5', 'token': '61G32XZACA'}","{'rand_cond_order': [2, 3, 1], 'rand_res_stored': [[1, 1, 1], [1, 1, 0], [0, 0, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '70.45454545448', 29.387755102040817, '22.27272727271', 60, '31.36363636361', 72.24489795918367, '43.18181818178', 35.51020408163265, '35.90909090906', 53.87755102040816, '61.36363636358', 35.51020408163265, '59.5454545454', 42.85714285714286], 'rand_pos_candidate': [1, 0]}"
239,4f9cad50-4fd6-4c48-9ce0-65a4a408fcf8,DemoExperiment,"{'date': '2020_01_09', 'time': '10_26_49', 'age': '31', 'gender': 'male', 'feedback': 'nope', 'initial_strategy': 'I tried to be objective and pick the best qualified candidate', 'final_strategy': 'I factored in what happened at the town halls', 'instructions_duration': 428101, 'task_duration': 183096, 'engaging': '5', 'difficult': '3', 'pol_orient': '2', 'token': 'P431YOS6JU'}","{'rand_cond_order': [2, 1, 3], 'rand_res_stored': [[0, 0, 0], [1, 1, 0], [0, 0, 1]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '59.5454545454', 89.38775510204081, '64.99999999994', 11.020408163265307, '64.99999999994', 12.244897959183675, '23.1818181818', 79.59183673469389, '30.45454545452', 74.6938775510204, '68.6363636363', 56.3265306122449, '70.45454545448', 82.04081632653062, '37.72727272724', 42.85714285714286, '44.99999999996', 58.775510204081634], 'rand_pos_candidate': [0, 1]}"
240,b448e7f5-be0b-4d67-bdf6-9665ffaf586a,DemoExperiment,"{'date': '2020_01_09', 'time': '09_45_22', 'age': '31', 'gender': 'female', 'feedback': 'The experiment went well and the instructions were clear.', 'initial_strategy': 'For my initial reaction, I went by who did better on more tests out of the three.', 'final_strategy': 'For my final recommendation, with the tests still in mind, I decided by paying attention to the two townspeople and their views as well as what information they were presented with.', 'instructions_duration': 303533, 'task_duration': 278192, 'engaging': '8', 'difficult': '1', 'pol_orient': '6', 'token': 'PDL9WFV4G0'}","{'rand_cond_order': [2, 1, 3], 'rand_res_stored': [[1, 1, 1], [1, 0, 0], [1, 1, 0]], 'prior_order': [[3, 2], [1, 4], [2, 3]], 'responses': ['64.99999999994', 11.020408163265307, '59.5454545454', 29.387755102040817, '22.27272727271', 78.36734693877551, '31.36363636361', 72.24489795918367, '68.6363636363', 53.87755102040816, '69.54545454539', 69.79591836734694, '35.90909090906', 41.63265306122449, '59.5454545454', 35.51020408163265], 'rand_pos_candidate': [1, 0]}"
